user_id,track_id,rating
732659.0,29262.0,1.8899242071746507
732659.0,168500.0,1.8899242071746507
732659.0,268948.0,1.8899242071746507
532471.0,227930.0,2.0329144241828785
753546.0,18343.0,1.986488937084328
753546.0,242525.0,1.986488937084328
753546.0,282602.0,2.7077605915158482
546180.0,320787.0,4.365295630732525
599634.0,1005.0,1.9585397642953688
599634.0,35639.0,1.9585397642953688
301434.0,49810.0,2.1743640838662097
891958.0,25043.0,3.1177527296281045
626676.0,12411.0,1.7947574298792561
626676.0,164701.0,1.789260629937389
626676.0,230165.0,1.7768854643533398
620000.0,271274.0,2.0831286152243176
725876.0,21423.0,1.965013916589814
725876.0,21886.0,2.1055007168126796
725876.0,197164.0,1.965013916589814
725876.0,281336.0,1.965013916589814
725876.0,340612.0,1.965013916589814
725876.0,356623.0,1.965013916589814
93542.0,21313.0,1.8803584143390306
93542.0,78531.0,1.8803584143390306
93542.0,86772.0,1.8803584143390306
93542.0,121543.0,1.8803584143390306
93542.0,137272.0,1.8803584143390306
93542.0,311553.0,1.8803584143390306
93542.0,349120.0,1.8803584143390306
853258.0,176425.0,2.6647927321194
853258.0,216543.0,2.7161189344719294
853258.0,222768.0,2.3265219726696444
853258.0,331818.0,3.0017460536893634
360350.0,8739.0,2.085504049600776
360350.0,12939.0,2.085504049600776
360350.0,35657.0,2.085504049600776
360350.0,37928.0,2.085504049600776
360350.0,39332.0,2.0111392423299685
360350.0,60035.0,2.085504049600776
360350.0,62168.0,2.085504049600776
360350.0,73999.0,3.543863670060172
360350.0,76936.0,2.085504049600776
360350.0,91393.0,2.085504049600776
360350.0,125659.0,2.085504049600776
360350.0,185096.0,2.085504049600776
360350.0,185196.0,2.085504049600776
360350.0,199380.0,2.085504049600776
360350.0,199647.0,2.085504049600776
360350.0,201293.0,2.085504049600776
360350.0,213753.0,2.085504049600776
360350.0,229394.0,2.085504049600776
360350.0,242525.0,2.085504049600776
360350.0,244895.0,2.1984422874674108
360350.0,246702.0,2.085504049600776
360350.0,258704.0,2.085504049600776
360350.0,293495.0,2.085504049600776
360350.0,296715.0,2.085504049600776
360350.0,326158.0,2.085504049600776
360350.0,327428.0,2.085504049600776
360350.0,332631.0,1.5661477954809035
